store_id,store_tier,region,date,sales
Store_001,Tier1,West,2021-01-01,5540987.92
Store_001,Tier1,West,2021-02-01,4360792.51
Store_001,Tier1,West,2021-03-01,5338724.76
Store_001,Tier1,West,2021-04-01,5367530.85
Store_001,Tier1,West,2021-05-01,6105777.2299999995
Store_001,Tier1,West,2021-06-01,5858271.86
Store_001,Tier1,West,2021-07-01,6037470.26
Store_001,Tier1,West,2021-08-01,5872670.0
Store_001,Tier1,West,2021-09-01,5814544.899999999
Store_001,Tier1,West,2021-10-01,7159011.85
Store_001,Tier1,West,2021-11-01,7255907.22
Store_001,Tier1,West,2021-12-01,8840196.59
Store_001,Tier1,West,2022-01-01,5781147.78
Store_001,Tier1,West,2022-02-01,4452147.12
Store_001,Tier1,West,2022-03-01,5202313.79
Store_001,Tier1,West,2022-04-01,5636867.67
Store_001,Tier1,West,2022-05-01,5902203.38
Store_001,Tier1,West,2022-06-01,5729471.62
Store_001,Tier1,West,2022-07-01,5909720.5
Store_001,Tier1,West,2022-08-01,5712478.78
Store_001,Tier1,West,2022-09-01,5868917.28
Store_001,Tier1,West,2022-10-01,6967645.85
Store_001,Tier1,West,2022-11-01,7223785.57
Store_001,Tier1,West,2022-12-01,8691329.73
Store_001,Tier1,West,2023-01-01,5808551.34
Store_001,Tier1,West,2023-02-01,4276046.04
Store_001,Tier1,West,2023-03-01,5295128.83
Store_001,Tier1,West,2023-04-01,5732778.08
Store_001,Tier1,West,2023-05-01,5727331.1899999995
Store_001,Tier1,West,2023-06-01,5702938.7
Store_001,Tier1,West,2023-07-01,5991912.609999999
Store_001,Tier1,West,2023-08-01,5838943.43
Store_001,Tier1,West,2023-09-01,6096699.0
Store_001,Tier1,West,2023-10-01,6910037.54
Store_001,Tier1,West,2023-11-01,7132896.31
Store_001,Tier1,West,2023-12-01,8997956.35
Store_001,Tier1,West,2024-01-01,5666287.29
Store_001,Tier1,West,2024-02-01,4596898.07
Store_001,Tier1,West,2024-03-01,5538633.48
Store_001,Tier1,West,2024-04-01,5625296.09
Store_001,Tier1,West,2024-05-01,5909213.91
Store_001,Tier1,West,2024-06-01,5985901.23
Store_001,Tier1,West,2024-07-01,5638716.29
Store_001,Tier1,West,2024-08-01,5848153.06
Store_001,Tier1,West,2024-09-01,5821888.85
Store_001,Tier1,West,2024-10-01,6674822.8100000005
Store_001,Tier1,West,2024-11-01,7340334.22
Store_001,Tier1,West,2024-12-01,8951816.83
Store_002,Tier1,Central,2021-01-01,4873313.260000001
Store_002,Tier1,Central,2021-02-01,3778719.8299999996
Store_002,Tier1,Central,2021-03-01,4616350.470000001
Store_002,Tier1,Central,2021-04-01,4701348.18
Store_002,Tier1,Central,2021-05-01,5106963.52
Store_002,Tier1,Central,2021-06-01,4749247.3
Store_002,Tier1,Central,2021-07-01,4994007.62
Store_002,Tier1,Central,2021-08-01,4895541.53
Store_002,Tier1,Central,2021-09-01,4845173.08
Store_002,Tier1,Central,2021-10-01,5609751.33
Store_002,Tier1,Central,2021-11-01,5940885.44
Store_002,Tier1,Central,2021-12-01,7174096.24
Store_002,Tier1,Central,2022-01-01,4913407.36
Store_002,Tier1,Central,2022-02-01,3725325.8699999996
Store_002,Tier1,Central,2022-03-01,4471225.19
Store_002,Tier1,Central,2022-04-01,4822020.859999999
Store_002,Tier1,Central,2022-05-01,4835775.71
Store_002,Tier1,Central,2022-06-01,4948004.38
Store_002,Tier1,Central,2022-07-01,4904023.7700000005
Store_002,Tier1,Central,2022-08-01,4912448.39
Store_002,Tier1,Central,2022-09-01,4960918.54
Store_002,Tier1,Central,2022-10-01,5765509.24
Store_002,Tier1,Central,2022-11-01,5900387.220000001
Store_002,Tier1,Central,2022-12-01,7325240.09
Store_002,Tier1,Central,2023-01-01,4751717.2
Store_002,Tier1,Central,2023-02-01,3687183.53
Store_002,Tier1,Central,2023-03-01,4453534.9399999995
Store_002,Tier1,Central,2023-04-01,4784391.19
Store_002,Tier1,Central,2023-05-01,4964167.58
Store_002,Tier1,Central,2023-06-01,4891574.87
Store_002,Tier1,Central,2023-07-01,4975609.76
Store_002,Tier1,Central,2023-08-01,5018261.85
Store_002,Tier1,Central,2023-09-01,5074123.47
Store_002,Tier1,Central,2023-10-01,5848599.93
Store_002,Tier1,Central,2023-11-01,5818952.85
Store_002,Tier1,Central,2023-12-01,7339300.9
Store_002,Tier1,Central,2024-01-01,4777614.59
Store_002,Tier1,Central,2024-02-01,3727815.38
Store_002,Tier1,Central,2024-03-01,4601419.38
Store_002,Tier1,Central,2024-04-01,4749813.62
Store_002,Tier1,Central,2024-05-01,4995162.26
Store_002,Tier1,Central,2024-06-01,4998431.24
Store_002,Tier1,Central,2024-07-01,5062997.28
Store_002,Tier1,Central,2024-08-01,5105854.63
Store_002,Tier1,Central,2024-09-01,4907840.31
Store_002,Tier1,Central,2024-10-01,5942457.86
Store_002,Tier1,Central,2024-11-01,6241002.7
Store_002,Tier1,Central,2024-12-01,7450814.54
Store_003,Tier1,West,2021-01-01,5549953.52
Store_003,Tier1,West,2021-02-01,4300093.87
Store_003,Tier1,West,2021-03-01,5314673.9
Store_003,Tier1,West,2021-04-01,5367913.99
Store_003,Tier1,West,2021-05-01,6047772.53
Store_003,Tier1,West,2021-06-01,5638377.41
Store_003,Tier1,West,2021-07-01,5652263.850000001
Store_003,Tier1,West,2021-08-01,5513295.74
Store_003,Tier1,West,2021-09-01,5750872.52
Store_003,Tier1,West,2021-10-01,6647617.12
Store_003,Tier1,West,2021-11-01,6996338.91
Store_003,Tier1,West,2021-12-01,8305680.45
Store_003,Tier1,West,2022-01-01,5603735.21
Store_003,Tier1,West,2022-02-01,4282199.59
Store_003,Tier1,West,2022-03-01,5178196.76
Store_003,Tier1,West,2022-04-01,5461355.32
Store_003,Tier1,West,2022-05-01,5626407.2700000005
Store_003,Tier1,West,2022-06-01,5435389.29
Store_003,Tier1,West,2022-07-01,6038501.140000001
Store_003,Tier1,West,2022-08-01,5684456.0
Store_003,Tier1,West,2022-09-01,5737412.21
Store_003,Tier1,West,2022-10-01,6610701.65
Store_003,Tier1,West,2022-11-01,6822790.890000001
Store_003,Tier1,West,2022-12-01,8606691.879999999
Store_003,Tier1,West,2023-01-01,5519306.46
Store_003,Tier1,West,2023-02-01,4339821.79
Store_003,Tier1,West,2023-03-01,5100694.5600000005
Store_003,Tier1,West,2023-04-01,5599771.720000001
Store_003,Tier1,West,2023-05-01,5598306.68
Store_003,Tier1,West,2023-06-01,5623321.63
Store_003,Tier1,West,2023-07-01,5742796.48
Store_003,Tier1,West,2023-08-01,5553894.99
Store_003,Tier1,West,2023-09-01,5750823.07
Store_003,Tier1,West,2023-10-01,6651592.92
Store_003,Tier1,West,2023-11-01,7002513.1
Store_003,Tier1,West,2023-12-01,8697157.03
Store_003,Tier1,West,2024-01-01,5280337.91
Store_003,Tier1,West,2024-02-01,4400333.34
Store_003,Tier1,West,2024-03-01,5494501.13
Store_003,Tier1,West,2024-04-01,5468119.13
Store_003,Tier1,West,2024-05-01,5600070.23
Store_003,Tier1,West,2024-06-01,5635198.19
Store_003,Tier1,West,2024-07-01,5474675.47
Store_003,Tier1,West,2024-08-01,5635318.76
Store_003,Tier1,West,2024-09-01,5586026.14
Store_003,Tier1,West,2024-10-01,6542149.9
Store_003,Tier1,West,2024-11-01,7320021.449999999
Store_003,Tier1,West,2024-12-01,8464754.44
Store_004,Tier1,South,2021-01-01,4621175.12
Store_004,Tier1,South,2021-02-01,3641040.5300000003
Store_004,Tier1,South,2021-03-01,4266440.22
Store_004,Tier1,South,2021-04-01,4518775.02
Store_004,Tier1,South,2021-05-01,4813286.75
Store_004,Tier1,South,2021-06-01,4646740.04
Store_004,Tier1,South,2021-07-01,4910639.3100000005
Store_004,Tier1,South,2021-08-01,4638329.71
Store_004,Tier1,South,2021-09-01,4451228.26
Store_004,Tier1,South,2021-10-01,5517396.64
Store_004,Tier1,South,2021-11-01,5718990.75
Store_004,Tier1,South,2021-12-01,6822485.7299999995
Store_004,Tier1,South,2022-01-01,4601406.33
Store_004,Tier1,South,2022-02-01,3408563.1
Store_004,Tier1,South,2022-03-01,4412999.06
Store_004,Tier1,South,2022-04-01,4600300.0
Store_004,Tier1,South,2022-05-01,4690478.33
Store_004,Tier1,South,2022-06-01,4765976.83
Store_004,Tier1,South,2022-07-01,5086524.33
Store_004,Tier1,South,2022-08-01,4812134.48
Store_004,Tier1,South,2022-09-01,4936697.91
Store_004,Tier1,South,2022-10-01,5618066.7
Store_004,Tier1,South,2022-11-01,5582099.28
Store_004,Tier1,South,2022-12-01,7028132.82
Store_004,Tier1,South,2023-01-01,4697593.67
Store_004,Tier1,South,2023-02-01,3433378.59
Store_004,Tier1,South,2023-03-01,4418060.42
Store_004,Tier1,South,2023-04-01,4767380.98
Store_004,Tier1,South,2023-05-01,4760939.27
Store_004,Tier1,South,2023-06-01,4668650.56
Store_004,Tier1,South,2023-07-01,4911480.76
Store_004,Tier1,South,2023-08-01,4751687.86
Store_004,Tier1,South,2023-09-01,4860704.32
Store_004,Tier1,South,2023-10-01,5416381.34
Store_004,Tier1,South,2023-11-01,5666839.72
Store_004,Tier1,South,2023-12-01,7471754.33
Store_004,Tier1,South,2024-01-01,4631064.96
Store_004,Tier1,South,2024-02-01,3655168.13
Store_004,Tier1,South,2024-03-01,4431326.65
Store_004,Tier1,South,2024-04-01,4544299.55
Store_004,Tier1,South,2024-05-01,4826072.91
Store_004,Tier1,South,2024-06-01,4653896.069999999
Store_004,Tier1,South,2024-07-01,4736660.02
Store_004,Tier1,South,2024-08-01,4872335.28
Store_004,Tier1,South,2024-09-01,4981427.7299999995
Store_004,Tier1,South,2024-10-01,5594478.74
Store_004,Tier1,South,2024-11-01,6035577.79
Store_004,Tier1,South,2024-12-01,7058130.14
Store_005,Tier1,South,2021-01-01,5008975.19
Store_005,Tier1,South,2021-02-01,3849771.54
Store_005,Tier1,South,2021-03-01,4541616.17
Store_005,Tier1,South,2021-04-01,4688463.66
Store_005,Tier1,South,2021-05-01,5190790.61
Store_005,Tier1,South,2021-06-01,5167658.8100000005
Store_005,Tier1,South,2021-07-01,5238147.03
Store_005,Tier1,South,2021-08-01,5136376.52
Store_005,Tier1,South,2021-09-01,4997156.7700000005
Store_005,Tier1,South,2021-10-01,5919485.890000001
Store_005,Tier1,South,2021-11-01,6032296.16
Store_005,Tier1,South,2021-12-01,7570386.27
Store_005,Tier1,South,2022-01-01,5188502.550000001
Store_005,Tier1,South,2022-02-01,3752058.25
Store_005,Tier1,South,2022-03-01,4710510.97
Store_005,Tier1,South,2022-04-01,4979260.84
Store_005,Tier1,South,2022-05-01,5133839.2
Store_005,Tier1,South,2022-06-01,5011657.3
Store_005,Tier1,South,2022-07-01,5144242.13
Store_005,Tier1,South,2022-08-01,5038330.5
Store_005,Tier1,South,2022-09-01,4979355.1
Store_005,Tier1,South,2022-10-01,6039150.74
Store_005,Tier1,South,2022-11-01,6130886.83
Store_005,Tier1,South,2022-12-01,7831873.67
Store_005,Tier1,South,2023-01-01,4963236.2299999995
Store_005,Tier1,South,2023-02-01,3828515.51
Store_005,Tier1,South,2023-03-01,4646527.18
Store_005,Tier1,South,2023-04-01,5029097.12
Store_005,Tier1,South,2023-05-01,5241814.12
Store_005,Tier1,South,2023-06-01,5043169.59
Store_005,Tier1,South,2023-07-01,5141494.78
Store_005,Tier1,South,2023-08-01,5196162.97
Store_005,Tier1,South,2023-09-01,5308505.72
Store_005,Tier1,South,2023-10-01,5765355.9
